playlist_title,playlist_url,video_title,video_url
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân tăng hồng cầu, suy tim trái I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=KRfGL-qh_as
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation of patients with chronic hepatitis B and cirrhosis I, Hanoi Medical University Hospital",https://www.youtube.com/watch?v=sFzKB-fAOmQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân ù tai, nghe kém, viêm quanh thân răng | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=-hCxNvqKnWw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Consultation of patients with decompensated cirrhosis Child Pugh B I Hanoi Medical University Hos...,https://www.youtube.com/watch?v=70PXEk9fVQE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Consultation of patients with acute COPD exacerbations and chronic cor pulmonale complications at...,https://www.youtube.com/watch?v=wDjGfxiBVK8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Patient consultation: Lumbar disc herniation causing nerve root compression,https://www.youtube.com/watch?v=t3NVdI_h5jI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân xẹp đốt sống | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=LyJChzM5qS0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân lách to I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=bFnXrjcxbLI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân đau đầu, mờ mắt I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=gPsd2B94DfA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for urinary tract infection patients at Hanoi Medical University Hospital,https://www.youtube.com/watch?v=mezkHsuonrk
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN thai ngoài tử cung, theo dõi thể huyết tụ thành nang I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=_HxH9aSX37Q
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with anxiety disorders and Brugada syndrome | Hanoi Medical Univ...,https://www.youtube.com/watch?v=RK4cE2Nbyr8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation of patient with paraplegia and transverse myelitis I, Hanoi Medical University Hospital",https://www.youtube.com/watch?v=amksQAcK39Y
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn bệnh nhân tràn dịch ổ bụng I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=z9ax9r3DO_U
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation of patient with cervical disc herniation and left common carotid artery stenosis I, ...",https://www.youtube.com/watch?v=Jx7gnczTxn4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân viêm gan cấp I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=S84CPgMfTFo
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN ối vỡ sớm, tiền sản giật, theo dõi hội chứng HELLP, viêm gan B I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=ddOp80fBhBg
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation of patient with ulnar nerve palsy, brachial plexus palsy I, Hanoi Medical University...",https://www.youtube.com/watch?v=mqAs80fq8Fw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Online consultation for patients with gastrointestinal bleeding I, Hanoi Medical University Hospital",https://www.youtube.com/watch?v=Cva7nSP7-84
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội Chẩn trực tuyến bệnh nhân viêm tụy cấp | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=QLC-KsjNGaI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation of patients with renal pelvis stones, ureteral stones I, Hanoi Medical University Ho...",https://www.youtube.com/watch?v=9nAqjj-VGoQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân suy hô hấp cấp | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=y7LkddOfTd8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Ứ nước thận trái do sỏi đài bể thận, tăng huyết áp",https://www.youtube.com/watch?v=u6qe79GSp9M
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân theo dõi u phổi di căn não,https://www.youtube.com/watch?v=NLSTxucWJb4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Sốc tim, nhịp nhanh kịch phát trên thất I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=3qlfJNeIWQM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients monitoring preeclampsia and acute renal failure | Hanoi Medical ...,https://www.youtube.com/watch?v=snmeLQvCVBg
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Online consultation for patients with myocardial ischemia, hypertension, heart failure I, Hanoi M...",https://www.youtube.com/watch?v=ubAf8n1d-1c
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with liver cancer and hepatitis B | Hanoi Medical University Hos...,https://www.youtube.com/watch?v=oxZKHsT2Mqg
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with acute pancreatitis and diabetes | Hanoi Medical University ...,https://www.youtube.com/watch?v=2NTCGfFAAU0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN U lưỡi I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=hJjszjXVPxI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân sau mổ u tuyến yên, giảm thị lực 2 mắt, viêm mũi xoang I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=C47hglx7iOU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trẻ nhi viêm phổi nặng, tiêu chảy cấp, suy dinh dưỡng nặng I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=Pj8My5Rp_ks
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Treatment of urinary tract infections and challenges I Hanoi Medical University Hospital,https://www.youtube.com/watch?v=CJgYnIDtY6I
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân cơn cường giáp cấp, giảm bạch cầu hạt, tăng men gan I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=CoL6iAluhoE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân suy thận cấp, viêm cầu thận",https://www.youtube.com/watch?v=CW1zr5ybxQM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN hội chứng thận hư I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=RSwpdUVT1RE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation of patients with internal carotid artery aneurysm, hypertension, gallstones I, Hanoi...",https://www.youtube.com/watch?v=ytgArrZiKck
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân Suy tim I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=upT46bCoPhc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN viêm phổi nặng nghi do vi khuẩn không điển hình I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=mchix-5H7vw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN theo dõi Basedow phân biệt bướu nhân độc tuyến giáp, hạ Kali máu I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=WLcFgmTCP3k
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Diagnosis of a patient with left-sided pneumonia, bilateral segment 4,5 atelectasis, THA | Hanoi ...",https://www.youtube.com/watch?v=KDSPAPSHR_M
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân phù phổi cấp I BV ĐH Y Hà Nội,https://www.youtube.com/watch?v=wqTdKylSewk
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân suy tim cấp, phù phổi cấp, rung nhĩ",https://www.youtube.com/watch?v=0gGBJvsnisw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with pneumothorax due to ruptured air cyst | Hanoi Medical Unive...,https://www.youtube.com/watch?v=J73hx1VvhN8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân ung thư tuyến giáp | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=THqkob2ZDqo
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn bệnh nhân tiêu chỏm xương đùi | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=vvgQY2NmAJI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn  Bệnh nhân Nhồi máu cơ tim, phân biệt với viêm cơ tim I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=C_fkHcBAyZo
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with severe heart failure and thrombocytopenic purpura | Hanoi M...,https://www.youtube.com/watch?v=HofaSy6HVsU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with diverticulitis,https://www.youtube.com/watch?v=3Og0QM6QKc0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN Viêm xương sau gãy xương cẳng chân I BV Đa khoa Văn Bàn,https://www.youtube.com/watch?v=IHcJaLZciVk
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for patients with septic shock and pneumonia,https://www.youtube.com/watch?v=dzxIRciB5Tg
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Consultation of patients poisoned by Paraquat herbicide | Hanoi Medical University Hospital,https://www.youtube.com/watch?v=HYjLg0qXGYA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Online consultation for patients with oral floor cancer I, Hanoi Medical University Hospital",https://www.youtube.com/watch?v=t_koXg4a6iA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân hạ Kali máu, nôn nhiều | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=vfvIWlxhC7I
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Suy hô hấp, đợt cấp COPD",https://www.youtube.com/watch?v=aBM5TcRKJQI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN liệt tứ chi, liệt hô hấp sau chấn thương cột sống cổ I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=BVgdhkfq2ao
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN sốc tủy, chấn thương cột sống do ngã cao, ĐTĐ typ 2 I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=vSagpXYQVnM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN Ung thư tuyến giáp di căn I BV Đa khoa Bình Định,https://www.youtube.com/watch?v=_ga3AlaWHvc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Chẩn đoán và điều trị chứng Bàng quang tăng hoạt I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=VWiILysig4Y
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn bệnh nhân hen phế quản | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=x6U3Z3jiXGA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân thoát vị đĩa đệm cột sống cổ | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=Bj6tURu2ukU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân tê bì, teo cơ sau phẫu thuật cột sống | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=WrESoU6LWYE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân phình động mạch chủ bụng I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=TVpI-huI6qs
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân liệt dây thần kinh mác I BV ĐH Y Hà Nội,https://www.youtube.com/watch?v=LzFQnvSt3qI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân liệt cứng sau chấn thương sọ não, theo dõi viêm phổi I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=xGHPuaD6CHc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân nhiễm khuẩn hậu sản do sót rau I BV ĐH Y Hà Nội,https://www.youtube.com/watch?v=1hz_JEDJGFI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân ung thư dạ dày I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=EkZrx9LjwC4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân xơ gan, giãn tĩnh mạch thực quản, thiếu máu | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=X5QHUqnn_hc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Consultation of patient with septic shock due to acute necrotizing pancreatitis and acute renal f...,https://www.youtube.com/watch?v=AIANvimqqgA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Hội chứng chóp xoay trái  rách cơ trên gai trái, viêm gân cơ nhị đầu dài trái",https://www.youtube.com/watch?v=PuS3H0EdXI4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN tràn dịch màng phổi chưa rõ nguyên nhân I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=DEUTi34t2-E
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân viêm mô tế bào, hội chứng Cushing, nhịp nhanh xoang I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=qWjRtMU6v4U
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for cecal tumor patients | Hanoi Medical University Hospital,https://www.youtube.com/watch?v=X-KJXV4PQPc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân ung thư tiền liệt tuyến I BV ĐH Y Hà Nội,https://www.youtube.com/watch?v=bBpRTWspG1U
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Patient consultation Chest pain, burning chest",https://www.youtube.com/watch?v=s6etJj8A_TU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Polyradiculoneuritis Patient Consultation,https://www.youtube.com/watch?v=CUdYRDpWmDM
